City,Price,Address,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income
Toronto,650000.0,#246 -60 PARROTTA DR,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1099000.0,11A MORTIMER AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,819000.0,#2 -88 MUNRO ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,899000.0,2100 GERRARD ST E,3,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1499900.0,42 HARRIS AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,849000.0,15 MORTON RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,580000.0,#604 -55 REGENT PARK BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,825000.0,#2509 -185 ROEHAMPTON AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1299800.0,#1808 -15 MERCER ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,615000.0,#303 -11 CHARLOTTE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,599000.0,#2009 -24 WELLESLEY ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1095000.0,#PH22 -500 RICHMOND ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,899000.0,#610 -300 FRONT ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,8478000.0,#3403 -200 CUMBERLAND ST,4,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,585000.0,#315 -55 EAST LIBERTY ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2550000.0,#3802 -183 WELLINGTON ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1495000.0,374 ELM RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1300000.0,#603 -225 DAVENPORT RD,2,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2095000.0,210 MACPHERSON AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,595500.0,#1019 -98 LILLIAN ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,819800.0,#3008 -37 GROSVENOR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,755000.0,#1616 -230 QUEENS QUAY W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,918000.0,#403 -240 SCARLETT RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,749000.0,#1414 -103 THE QUEENSWAY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2488888.0,#1102 -1135 ROYAL YORK RD,4,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1199000.0,74 SAMBA DR,5,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,448800.0,#115 -320 DIXON RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,788000.0,882 WESTON RD,3,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,697000.0,#504 -760 THE QUEENSWAY,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,709000.0,#B-102 -60 ANNIE CRAIG DR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,899900.0,409 MCROBERTS AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1850000.0,1 ROWAN AVE,5,5,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1549000.0,79 KIMBERLEY AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,569000.0,#414 -1630 QUEEN ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1039000.0,45 DEVON RD,3,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1799000.0,38 WHITE PINE AVE,4,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,899000.0,4 BATTENBERG AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,599000.0,#3901 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,738000.0,#3601 -33 CHARLES ST E,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,619990.0,#108 -170 SUDBURY ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1150000.0,922 PALMERSTON AVE N,3,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,3495000.0,110 CARMICHAEL AVE,5,6,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2588168.0,734 RICHMOND ST W,4,5,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1699000.0,82 LANARK AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1699000.0,80 LANARK AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1250000.0,#PH05 -205 FREDERICK ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,799999.0,#1202 -100 HARBOUR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2449000.0,107 ELM RIDGE DR,4,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,699000.0,#4508 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1139900.0,#203 -50 JOE SHUSTER WAY,3,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1199000.0,36 MONTANA AVE,6,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,719000.0,#416 -437 RONCESVALLES AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,515000.0,#2423 -165 LEGION RD N,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1499000.0,52 CANNON RD,3,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1599000.0,34 QUEENS DR,5,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,729000.0,#614 -2212 LAKE SHORE BLVD W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1390000.0,278 BETA ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,558900.0,#2110 -20 THOMAS RILEY RD W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,499000.0,#517 -9 MABELLE AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1799000.0,98 DIXON AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,579900.0,#46 -140 BROADVIEW AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1089000.0,87 ROSEHEATH AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,899000.0,156 HANSON ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,865000.0,36 LILY CUP AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,899900.0,222 FIRST AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,599900.0,#1320 -320 RICHMOND ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2495000.0,6 CHUDLEIGH AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,799900.0,#522 -954 KING ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,799000.0,#1103 -80 WESTERN BATTERY RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,549000.0,#716 -170 BAYVIEW AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1549000.0,125 SEATON ST,3,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1190000.0,15 SWEENEY DR,4,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,749900.0,#1610 -25 THE ESPLANADE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,625000.0,#2807 -21 HILLCREST AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2799000.0,#4205 -180 UNIVERSITY AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,809000.0,#1209 -1928 LAKESHORE BLVD W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,779000.0,#1803 -5 KENNETH AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2750000.0,#507 -29 QUEENS QUAY E,3,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,799000.0,#2214 -24 WELLESLEY ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,679000.0,#1112 -17 BATHURST ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,5899000.0,77 FOREST HILL RD,5,5,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1200000.0,66 ST NICHOLAS ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,3999000.0,25 NANTON AVE,4,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,849900.0,#117 -65 EAST LIBERTY ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,649000.0,#1006 -1103 LESLIE ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,3500000.0,1 CRESCENTWOOD RD,6,4,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,749000.0,796 KINGSTON RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2665000.0,8 FIRST AVE,6,5,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,915000.0,#3204 -15 MERCER ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,729888.0,#2508 -381 FRONT ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,819900.0,#2806 -103 THE QUEENSWAY,3,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,739000.0,#2503 -155 LEGION RD N,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,3288000.0,118 MARTIN GROVE RD,6,5,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,850000.0,#1909 -11 WELLESLEY ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,2028900.0,#PH3 -1221 KING ST,3,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,899888.0,59 ODOARDO DI SANTO CIRC,4,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1250000.0,471 VAUGHAN RD E,5,3,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,499000.0,#1101 -115 BLUE JAYS WAY,1,1,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,836000.0,#706 -3000 BATHURST ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0
Toronto,1499000.0,25 SPRUCE ST,6,2,Ontario,5647656,43.7417,-79.3733,97000.0
